S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81
2,SANJOG BHIKU WAGHERE PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),595542,675,596217,42.0
3,MADHAVITAI NARESH JOSHI,Vanchit Bahujan Aaghadi,27745,23,27768,1.96
4,RAJARAM NARAYAN PATIL,Bahujan Samaj Party,13982,21,14003,0.99
5,ADV JYOTISHWAR VISHNU BHOSALE,Baliraja Party,10874,5,10879,0.77
6,UMAKANT RAMESHWAR MISHRA,Independent,5029,1,5030,0.35000000000000003
7,SANJOG PATIL,Independent,4828,2,4830,0.34
8,KAMBLE MARUTI APARAI,Independent,4827,2,4829,0.34
9,AJAY HANUMANT LONDHE,Independent,4766,1,4767,0.34
10,SANTOSH UBALE,Bhim Sena,3824,1,3825,0.27
11,ADHALGE LAXMAN SADASHIV,Independent,3166,1,3167,0.22
12,SUHAS MANOHAR RANE,Independent,2923,-,2923,0.21
13,IQBAL IBRAHIM NAWDEKAR,Independent,2899,1,2900,0.2
14,DADARAO KISAN KAMBLE,Independent,2636,6,2642,0.19
15,RAHUL NIVRUTTI MADANE,Independent,2279,3,2282,0.16
16,TUSHAR DIGAMBAR LONDHE,Bahujan Bharat Party,2199,4,2203,0.16
17,RAHIM MAINUDDIN SAYYAD,Aazad Samaj Party (Kanshi Ram),2148,1,2149,0.15
18,INDRAJEET D GOND,Independent,2135,-,2135,0.15
19,SHIVAJI KISAN JADHAV,All India Forward Bloc,1672,4,1676,0.12
20,YASHWANT VITTHAL PAWAR,Kranti Kari Jai Hind Sena,1634,4,1638,0.12
21,PRAFUL PANDIT BHOSALE,Independent,1602,1,1603,0.11
22,RAJENDRA MARUTI KATE,Independent,1417,2,1419,0.1
23,MAHESH THAKUR,Dharmarajya Paksha,1369,3,1372,0.1
24,PRASHANT RAMKRISHNA BHAGAT,Bharatheeya Jawan Kisan Party,1283,8,1291,0.09
25,PANKAJ PRABHAKAR OZARKAR,Akhil Bhartiya Parivar Party,1259,2,1261,0.09
26,MANOJ BHASKAR GARBADE,Independent,1233,-,1233,0.09
27,HAJRAT IMAMSAB PATEL,Independent,1093,-,1093,0.08
28,GOVIND GANGARAM HERODE,Independent,966,-,966,0.07
29,MADHUKAR DAMODAR THORAT,Independent,905,-,905,0.06
30,RAFIQUE RASHID QURESHI,Desh Janhit Party,829,-,829,0.06
31,CHIMAJI DHONDIBA SHINDE,Independent,757,-,757,0.05
32,ADV RAJU PATIL,Independent,669,1,670,0.05
33,MUKESH MANOHAR AGARWAL,Independent,546,1,547,0.04
34,NOTA,None of the Above,16729,31,16760,1.18
