S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHARANJIT SINGH CHANNI,Indian National Congress,389509,544,390053,39.43
2,SUSHIL KUMAR RINKU,Bharatiya Janata Party,213702,358,214060,21.64
3,PAWAN KUMAR TINU,Aam Aadmi Party,208549,340,208889,21.12
4,MOHINDER SINGH KAYPEE,Shiromani Akali Dal,67811,100,67911,6.87
5,ADVOCATE BALWINDER KUMAR,Bahujan Samaj Party,64856,85,64941,6.57
6,SARABJIT SINGH KHALSA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),19252,32,19284,1.9500000000000002
7,MASTER PARSHOTAM LAL BILGA,Communist Party of India (Marxist),5948,10,5958,0.6000000000000001
8,IQBAL CHAND MATTU,Independent,1956,-,1956,0.2
9,NEETU SHATTRA WALA,Independent,1878,1,1879,0.19
10,AMRISH BHAGAT,Independent,1183,1,1184,0.12
11,GURDEEP SINGH BITTU,Independent,1112,1,1113,0.11
12,RAJ KUMAR SAQI,Peoples Party of India (Democratic),1087,1,1088,0.11
13,SONIA,Republican Party of India (Athawale),1054,1,1055,0.11
14,RAJWANT KAUR KHALSA,Apna Samaj Party,948,4,952,0.1
15,BHAGAT GULSHAN AZAAD,Democratic Bharatiya Samaj Party,929,1,930,0.09
16,RAMESH LAL KALA,Independent,875,1,876,0.09
17,ASHOK KUMAR JAKHU,Independent,742,1,743,0.08
18,BAL MUKAND BAWRA,Global Republican Party,587,4,591,0.06
19,PARAMJIT KAUR TEJI,Independent,500,-,500,0.05
20,TARACHAND SHEELA,Loktantrik Lok Rajyam Party,400,1,401,0.04
21,NOTA,None of the Above,4724,19,4743,0.48
