S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56
2,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,340877,603,341480,26.22
3,CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey),291870,1580,293450,22.53
4,AFSAR KHAN YASEEN KHA,Vanchit Bahujan Aaghadi,69087,179,69266,5.32
5,HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,39654,174,39828,3.06
6,SURENDRA DIGAMBAR GAJBHARE,Independent,10719,6,10725,0.8200000000000001
7,SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,8188,64,8252,0.63
8,RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,6250,4,6254,0.48
9,ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,4693,-,4693,0.36
10,SANJAY BHASKAR SHIRSAT,Independent,3809,3,3812,0.29
11,DR JIVAN BHAWLAL RAJPUT,Independent,3788,19,3807,0.29
12,MANISHA KHARAT,Bahujan Maha Party,3097,8,3105,0.24
13,JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,2916,16,2932,0.23
14,MAANOJ VINAYAKRAO GHODKAY,Independent,2582,5,2587,0.2
15,SANGITA GANESH JADHAV,Independent,2206,6,2212,0.17
16,GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,2185,7,2192,0.17
17,VISHAL UDDHAV NANDARKAR,Independent,2132,7,2139,0.16
18,ARVIND KISANRAO KAMBLE,Bahujan Republican Socialist Party,1975,4,1979,0.15
19,PRASHANT PUNDALIKRAO AVHALE,Independent,1945,3,1948,0.15
20,GHUGE NITIN PUNDLIK,Independent,1870,2,1872,0.14
21,BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,1546,1,1547,0.12
22,BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,1489,6,1495,0.11
23,ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,1478,4,1482,0.11
24,SANDIP DADARAO MANKAR,Independent,1373,2,1375,0.11
25,ADV B U GOSAWI,Hindustan Janta Party,1271,4,1275,0.1
26,PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena,1267,7,1274,0.1
27,PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party,1187,7,1194,0.09
28,BHANUDAS SON OF RAMDAS SARODE PATIL,Independent,1107,3,1110,0.09
29,NARAYAN JADHAV,Peoples Party of India (Democratic),1100,3,1103,0.08
30,SURESH ASARAM FULARE,Independent,910,1,911,0.07
31,SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent,892,2,894,0.07
32,MEENASING AVDHESHSING SING,Independent,783,1,784,0.06
33,LATIF JABBAR KHAN,Independent,765,-,765,0.06
34,JAGANNATH KISAN UGALE,Independent,753,2,755,0.06
35,SANDIP DEVIDAS JADHAV,Independent,609,-,609,0.05
36,DEVIDAS RATAN KASBE,Independent,595,-,595,0.05
37,TRIBHUVAN MADHUKAR PADMAKAR,Independent,593,-,593,0.05
38,NOTA,None of the Above,5729,44,5773,0.44
