S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PRADYUT BORDOLOI,Indian National Congress,786620,2230,788850,50.89
2,SURESH BORAH,Bharatiya Janata Party,573579,3040,576619,37.2
3,AMINUL ISLAM,All India United Democratic Front,137033,307,137340,8.86
4,SIKHA SARMA,Independent,6569,51,6620,0.43
5,SAMSUL ALAM,Independent,5048,21,5069,0.33
6,BIPAD BHANJAN SARKAR,Independent,4878,7,4885,0.32
7,ANUPAM BARUAH,Jai Prakash Janata Dal,4290,29,4319,0.28
8,NIKHIL DEKARAJA,Independent,3601,26,3627,0.23
9,RABBUL HAQUE,Rashtriya Ulama Council,2547,12,2559,0.17
10,ABU SHAMA,Independent,2216,22,2238,0.14
11,ABU EUSUF MD RAIHAN UDDIN,Independent,2019,11,2030,0.13
12,SANTANU MUKHERJEE,Bharatiya Gana Parishad,1993,17,2010,0.13
13,SAIFUL ISLAM CHOUDHURY,Asom Jana Morcha,1823,14,1837,0.12
14,NOTA,None of the Above,11910,85,11995,0.77
