S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92
2,PRAKASH CHIK BARAIK,All India Trinamool Congress,617486,2381,619867,43.61
3,MILI ORAON,Revolutionary Socialist Party,39424,285,39709,2.79
4,PARIMAL ORAON,Independent,12560,24,12584,0.89
5,ARJUN INDWAR,Independent,11090,32,11122,0.78
6,MUNIB NARJINARY,Bahujan Samaj Party,6600,48,6648,0.47000000000000003
7,RAHUL MARAK,Kisan Mazdoor Sangharsh Party,5679,16,5695,0.4
8,CHANDAN ORAON,Socialist Unity Centre Of India (COMMUNIST),2751,36,2787,0.2
9,BINAY MURMU,North Bengal People’s Party,2700,58,2758,0.19
10,NRIPENDRA NARAYAN DEBKARJEE,Kamatapur People’s Party (United),2017,38,2055,0.14
11,BABITA BARA,Gana Suraksha Party,1522,30,1552,0.11
12,NOTA,None of the Above,21235,63,21298,1.5
