S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,515307,1321,516628,47.0
2,DR.TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,289229,1454,290683,26.44
3,DR.J.JAYAVARDHAN,All India Anna Dravida Munnetra Kazhagam,172108,383,172491,15.69
4,S.TAMILCHELVI,Naam Tamilar Katchi,83821,151,83972,7.64
5,M.G.RAMU,Jebamani Janata,3526,8,3534,0.32
6,M.AZARUTHEEN,Independent,1808,4,1812,0.16
7,G.P. ROBERT,Bahujan Samaj Party,1596,3,1599,0.15
8,R.RAVICHANDRAN,Independent,835,-,835,0.08
9,S.MANIMARAN,Independent,803,-,803,0.07
10,FARMER JAYARAMAN. S.K.J,Desiya Makkal Sakthi Katchi,790,2,792,0.07
11,A.K.D. ELLAPPAN,Mahathma Makkal Munnetra Kazhakam,761,-,761,0.07
12,K.KANNAN,Independent,625,-,625,0.06
13,BALAJI. G. MANGADU,Aravor Munnetra Kazhagam,588,1,589,0.05
14,KUTTIMANI. S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,565,-,565,0.05
15,R.KANCHANA,Tamizhaga Murpokku Makkal Katchi,565,1,566,0.05
16,SASI REKHA,Naadaalum Makkal Katchi,557,2,559,0.05
17,P. SATHEESH KUMAR,Independent,520,1,521,0.05
18,P.SEKAR,Thakkam Katchi,435,-,435,0.04
19,R.YOGESHWARAN,Independent,425,1,426,0.04
20,J. SATHISH,Independent,418,-,418,0.04
21,V.P. RAVIKKARAN,Independent,372,1,373,0.03
22,A.PONNUDURAI,Independent,362,-,362,0.03
23,N.V.DAMODARAN,National Maha Sabha Party,341,2,343,0.03
24,M.MUNUSWAMY,Viro Ke Vir Indian Party,326,4,330,0.03
25,KARTHIK MURTHY,Independent,312,3,315,0.03
26,V.P.SURESH,Independent,288,1,289,0.03
27,E.RAMESH,Independent,270,-,270,0.02
28,R.BALAJI,Independent,264,-,264,0.02
29,DINESH KUMAR. B,Independent,253,-,253,0.02
30,A.BABU,Independent,246,-,246,0.02
31,DAYALAN. R,Independent,241,1,242,0.02
32,VIJIRATHINAM. M,Independent,237,-,237,0.02
33,V.SIVAKUMAR,Independent,217,-,217,0.02
34,MURUGAN. P,Independent,182,-,182,0.02
35,G.RAMESHBABU,Independent,178,1,179,0.02
36,S.RAJASEKARAN,Independent,177,1,178,0.02
37,N.NARAYANASWAMY,Independent,175,-,175,0.02
38,R.DEVENDRAN,Independent,167,1,168,0.02
39,PARTHIBAN. S,Independent,165,1,166,0.02
40,I. DAVIDSINGH,Independent,150,1,151,0.01
41,E RAVENDRAN,Independent,114,-,114,0.01
42,NOTA,None of the Above,15607,46,15653,1.42
