S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DILIP SAIKIA,Bharatiya Janata Party,864583,3804,868387,47.95
2,MADHAB RAJBANGSHI,Indian National Congress,538032,1343,539375,29.78
3,DURGADAS BORO,Bodoland Peoples Front,309040,1534,310574,17.15
4,DANIEL MARDI,Independent,14277,14,14291,0.79
5,AROON BAROOA,Bharatheeya Jawan Kisan Party,12519,44,12563,0.6900000000000001
6,SWARNA DEVI,Gana Suraksha Party,11067,45,11112,0.61
7,LALIT PEGU,Voters Party International,10887,28,10915,0.6000000000000001
8,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),7421,31,7452,0.41000000000000003
9,ABUL KASEM,Republican Party of India (Athawale),4956,17,4973,0.27
10,BIREN BASAK,Bharatiya Gana Parishad,4605,18,4623,0.26
11,ABDUL HAMED,Rashtriya Ulama Council,3721,10,3731,0.21
12,NOTA,None of the Above,23086,118,23204,1.28
