S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SHREYAS. M. PATEL,Indian National Congress,670274,2714,672988,49.67
2,PRAJWAL REVANNA,Janata Dal (Secular),626536,3803,630339,46.52
3,GANGADHAR BAHUJAN,Bahujan Samaj Party,12068,105,12173,0.9
4,DEVARAJ M.Y,Karnataka Rashtra Samithi,6033,24,6057,0.45
5,H D REVANNA,Purvanchal Mahapanchayat,4256,16,4272,0.32
6,BASAVARAJU J.D (EX-ARMY),Independent,3983,80,4063,0.30000000000000004
7,SANTHOSH B.N,Independent,3444,5,3449,0.25
8,HEMANTH GAVEESH,Independent,3277,4,3281,0.24
9,PRATHAPA K.A,Uttama Prajaakeeya Party,3213,37,3250,0.24
10,S.K. NINGARAJA,Bahujan Bharat Party,1710,20,1730,0.13
11,B.N. SURESHA (SURESHGOWDA),Independent,1409,9,1418,0.1
12,SIDDABHOVI,Independent,940,47,987,0.07
13,SHIVARAJ. B,Republican Party of India Bharatha,843,5,848,0.06
14,R.G. SATHISHA RAMEDEVARAPURA,Independent,823,46,869,0.06
15,K.R. GANGADHARAPPA,Independent,734,8,742,0.05
16,NOTA,None of the Above,8470,71,8541,0.63
