S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761,2345,533106,48.68
2,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,449599,1859,451458,41.23
3,DR. MOHAN RAMRAOJI RAIKWAR,Bahujan Samaj Party,20653,142,20795,1.9
4,PROF. RAJENDRA GULABRAO SALUNKHE,Vanchit Bahujan Aaghadi,15408,84,15492,1.4100000000000001
5,ASIF,Independent,15176,6,15182,1.3900000000000001
6,KISHOR BABA PAVAR,Independent,12917,3,12920,1.18
7,SUHAS V. THAKARE,Independent,7639,9,7648,0.7000000000000001
8,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,5446,21,5467,0.5
9,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,4651,21,4672,0.43
10,ADV. BHASKAR MAROTRAO NEWARE,Independent,4021,11,4032,0.37
11,JAGADISH UDDVRAO WANKHADE,Independent,2338,11,2349,0.21
12,POOJA PANKAJ TADAS,Independent,2121,14,2135,0.19
13,ANIL K. GHUSHE,Independent,1967,4,1971,0.18
14,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,1819,9,1828,0.17
15,VIJAY DNYANESHWARRAO SHRIRAO,Independent,1723,15,1738,0.16
16,ARVIND SHAMRAO LILLORE,Independent,1475,1,1476,0.13
17,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,1418,20,1438,0.13
18,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,1342,1,1343,0.12
19,UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,1231,15,1246,0.11
20,KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,1052,9,1061,0.1
21,RAMESH SINHA,Independent,799,-,799,0.07
22,DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,792,5,797,0.07
23,DIXITA ANAND,Desh Janhit Party,731,5,736,0.07
24,RAHUL T. BHOYAR,Independent,685,4,689,0.06
25,NOTA,None of the Above,4583,51,4634,0.42
