S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SHOBHANABEN MAHENDRASINH BARAIYA,Bharatiya Janata Party,670929,6389,677318,53.36
2,CHAUDHARI TUSHAR AMARSINH,Indian National Congress,515902,5734,521636,41.09
3,PARMAR RAMESHCHANDRA NANJIBHAI,Bahujan Samaj Party,9850,117,9967,0.79
4,SOLANKI CHHAGANBHAI KEVLABHAI,Independent,7539,12,7551,0.59
5,VIJAYSINH NAVALSINH CHAUHAN,Independent,6692,29,6721,0.53
6,BHAVNABA NARENDRASINH PARMAR,Independent,5365,94,5459,0.43
7,ANILKUMAR NIRANJANKUMAR MUNDADA,Log Party,5225,22,5247,0.41000000000000003
8,MUSTAKBHAI JAMALBHAI SANGHANI,Independent,3196,7,3203,0.25
9,KATARA VARUNKUMAR KALYANSINH,Gunj Satya Ni Janata Party,2717,56,2773,0.22
10,RAKESHSINH MAHOBATSINH ZALA,Bhartiya Jan Parishad,1882,69,1951,0.15
11,PANDOR KAUSHIKKUMAR SHANKARBHAI,Independent,1782,45,1827,0.14
12,ASHOK L VAGHELA,Independent,1673,15,1688,0.13
13,KANUBHAI KHIMJIBHAI GADHAVI,Independent,1467,38,1505,0.12
14,THAKOR INDIRABEN JITENDRASINH,Insaniyat Party,1402,34,1436,0.11
15,NOTA,None of the Above,20665,411,21076,1.6600000000000001
