S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,728219,4015,732234,59.56
2,K. JAYAPRAKASH HEGDE,Indian National Congress,470769,2290,473059,38.48
3,K.T. RADHAKRISHNA,Bahujan Samaj Party,5378,39,5417,0.44
4,SUDHEER KANCHAN MARAKALA,Independent,2281,5,2286,0.19
5,SACHIN B.K,Uttama Prajaakeeya Party,1299,34,1333,0.11
6,M. K. DAYANANDA,Proutist Sarva Samaj,1049,20,1069,0.09
7,VIJAY KUMAR M. G,Independent,943,13,956,0.08
8,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,670,20,690,0.06
9,SHABAREESH,Karunada Sevakara Party,560,5,565,0.05
10,L. RANGANATH GOWDA,Karnataka Rashtra Samithi,536,4,540,0.04
11,NOTA,None of the Above,11235,34,11269,0.92
