S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SHASHI THAROOR,Indian National Congress,353679,4476,358155,37.19
2,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,337920,4158,342078,35.52
3,PANNIAN RAVINDRAN,Communist Party of India,244433,3215,247648,25.72
4,ADV RAJENDRAN,Bahujan Samaj Party,2315,37,2352,0.24
5,ADV SHINE LAL M P,Independent,1446,37,1483,0.15
6,J J RUSSELL,Independent,1348,17,1365,0.14
7,S MINI,Socialist Unity Centre Of India (COMMUNIST),1098,11,1109,0.12
8,M S SUBI,Independent,588,11,599,0.06
9,CHALAI MOHANAN,Independent,396,4,400,0.04
10,NANDAVANAM SUSEELAN,Independent,391,29,420,0.04
11,SHAJU PALIYODU,Independent,348,40,388,0.04
12,SASI KONGAPALLY,Independent,228,5,233,0.02
13,NOTA,None of the Above,6684,69,6753,0.7000000000000001
